queueing.simulacion(5,5,50,[1,3,5,7,9],[2,4,6,8,10])


			Ejecucion de Modelo de Colas

    Sujeto    TiempoLlegadaACola    TiempoServicio    TiempoEntreLlegadas    TiempoEnCola    TiempoEnSistema    TiempoSalida    PersonasEnCola    TiempoOcioServicio
      44            332.51               14.27               6.4174             34.175            48.444           380.96             6                 79.906      
      45            343.51             0.28565               11.001             37.443            37.729           381.24             7                 79.906      
      46            348.74              8.5153               5.2281             32.501            41.016           389.76             8                 79.906      
      47            363.91               6.585               15.166              25.85            32.435           396.34             4                 79.906      
      48            379.66              7.0884               15.749             16.686            23.775           403.43             4                 79.906      
      49            381.72              5.6438               2.0628             21.712            27.356           409.08             3                 79.906      
      50            383.71              5.2344               1.9881             25.368            30.602           414.31             4                 79.906      



			Experimento Modelo de Colas

    Corrida    CantidadSujetos    TiempoLambdaEntreLlegadas    TiemposLambdaDeServicio    MediaTiempoLlegadaACola    MediaTiempoEnCola    MediaTiempoEnSistema    MediaPersonasEnCola    MediaTiempoOcioServicio
    _______    _______________    _________________________    _______________________    _______________________    _________________    ____________________    ___________________    _______________________

       1             50                       1                           8                       25.684                  164.54                 172.96                  20.44                         0        
       2             50                       3                           8                       75.819                  137.97                 146.59                  15.04                         0        
       3             50                       5                           8                       126.02                  68.767                 76.635                      8                         0        
       4             50                       7                           8                       181.12                  31.875                 39.456                   4.48                   0.22449        
       5             50                       9                           8                       210.79                  27.415                 34.103                   4.66                    69.681        



			Ejecucion de Modelo de Colas

    Sujeto    TiempoLlegadaACola    TiempoServicio    TiempoEntreLlegadas    TiempoEnCola    TiempoEnSistema    TiempoSalida    PersonasEnCola    TiempoOcioServicio
    ______    __________________    ______________    ___________________    ____________    _______________    ____________    ______________    __________________

       1                 0              19.235                     0                 0           19.235            19.235              0                  0         
       2           0.37653              2.3635               0.37653            18.859           21.222            21.599              1                  0         
       3           0.75463              7.5022               0.37811            20.844           28.346            29.101              2                  0         
       4           0.75563              9.2003            0.00099292            28.345           37.545            38.301              3                  0         
       5            2.3071              11.105                1.5515            35.994           47.099            49.406              4                  0         
       6            2.8566              12.063               0.54943             46.55           58.612            61.469              5                  0         
       7            2.9407              57.995              0.084087            58.528           116.52            119.46              6                  0         
       8            6.4153              10.888                3.4746            113.05           123.94            130.35              7                  0         
       9             7.436              7.3431                1.0207            122.92           130.26            137.69              8                  0         
      10            9.5508              1.1817                2.1147            128.14           129.33            138.88              9                  0         
      11            10.149             0.63337               0.59806            128.73           129.36            139.51             10                  0         
      12            10.394              8.1788               0.24561            129.12           137.29            147.69             11                  0         
      13            12.594              8.1618                2.1996            135.09           143.26            155.85             12                  0         
      14             12.91              9.7055               0.31569            142.94           152.65            165.56             13                  0         
      15             13.35               3.753               0.44011            152.21           155.96            169.31             14                  0         
      16            14.866              7.9423                1.5158            154.44           162.39            177.25             15                  0         
      17            17.815              28.454                2.9492            159.44           187.89            205.71             16                  0         
      18            18.841              3.6294                1.0263            186.86           190.49            209.33             17                  0         
      19            19.009              9.5736               0.16799            190.33            199.9            218.91             18                  0         
      20            19.578              2.9327               0.56901            199.33           202.26            221.84             18                  0         
      21            24.628             0.57758                5.0498            197.21           197.79            222.42             18                  0         
      22            24.664              27.839              0.036553            197.75           225.59            250.26             19                  0         
      23            24.792               11.43               0.12798            225.47           236.89            261.69             20                  0         
      24            24.938              3.3957               0.14537            236.75           240.15            265.08             21                  0         
      25            27.521              8.1624                2.5831            237.56           245.72            273.25             22                  0         
      26            28.518              2.4032               0.99743            244.73           247.13            275.65             23                  0         
      27            29.023              1.8881               0.50426            246.63           248.51            277.54             24                  0         
      28            31.163              6.0626                2.1408            246.37           252.44             283.6             24                  0         
      29            33.029              6.1526                1.8661            250.57           256.72            289.75             25                  0         
      30            35.175              7.5086                2.1454            254.58           262.09            297.26             26                  0         
      31            35.545              34.772                0.3703            261.72           296.49            332.03             27                  0         
      32             39.54              47.331                 3.995            292.49           339.82            379.36             27                  0         
      33            39.691              19.837               0.15099            339.67           359.51             399.2             28                  0         
      34            39.825              23.539               0.13434            359.37           382.91            422.74             29                  0         
      35            41.214              1.8625                1.3881            381.53           383.39             424.6             30                  0         
      36            42.726              7.9993                1.5125            381.88           389.87             432.6             31                  0         
      37            44.088              1.7226                1.3618            388.51           390.24            434.32             32                  0         
      38            47.262               1.558                3.1741            387.06           388.62            435.88             33                  0         
      39             49.46              10.244                2.1976            386.42           396.67            446.13             33                  0         
      40            50.536              2.5358                1.0767            395.59           398.13            448.66             34                  0         
      41            51.321              1.9705               0.78463            397.34           399.31            450.63             35                  0         
      42            52.574              2.2725                1.2532            398.06           400.33             452.9             36                  0         
      43            53.176              11.094               0.60209            399.73           410.82               464             37                  0         
      44             55.19              5.3701                2.0139            408.81           414.18            469.37             38                  0         
      45            58.496              1.2499                 3.306            410.87           412.12            470.62             39                  0         
      46            58.853              1.6286               0.35698            411.77           413.39            472.25             40                  0         
      47            60.991             0.22888                2.1375            411.26           411.49            472.48             41                  0         
      48            61.462               10.17               0.47084            411.01           421.19            482.65             42                  0         
      49            62.437               12.05               0.97561            420.21           432.26             494.7             42                  0         
      50            63.591               49.11                1.1542            431.11           480.22            543.81             43                  0         



			Ejecucion de Modelo de Colas

    Sujeto    TiempoLlegadaACola    TiempoServicio    TiempoEntreLlegadas    TiempoEnCola    TiempoEnSistema    TiempoSalida    PersonasEnCola    TiempoOcioServicio
    ______    __________________    ______________    ___________________    ____________    _______________    ____________    ______________    __________________

       1                 0              2.0263                    0                  0           2.0263            2.0263              0                  0         
       2            1.0408              33.039               1.0408            0.98546           34.024            35.065              1                  0         
       3            2.1606              12.754               1.1198             32.905           45.659            47.819              1                  0         
       4            2.6518              15.506              0.49113             45.167           60.674            63.326              2                  0         
       5             6.534               14.91               3.8823             56.792           71.702            78.236              3                  0         
       6            7.3293              1.8727              0.79525             70.907           72.779            80.109              4                  0         
       7             7.632               6.482              0.30275             72.477           78.959            86.591              5                  0         
       8            9.0729             0.36813               1.4408             77.518           77.886            86.959              6                  0         
       9            9.6694              8.2419              0.59656             77.289           85.531            95.201              7                  0         
      10            11.825              2.1557               2.1551             83.376           85.532            97.356              8                  0         
      11            17.703              13.962               5.8788             79.653           93.615            111.32              9                  0         
      12            20.042              2.7792               2.3388             91.276           94.055             114.1             10                  0         
      13            20.254              39.309              0.21143             93.844           133.15            153.41             11                  0         
      14            24.212             0.29221               3.9587             129.19           129.49             153.7             12                  0         
      15            29.613              1.0663               5.4005             124.09           125.15            154.77             13                  0         
      16            30.465              9.9308              0.85161              124.3           134.23             164.7             14                  0         
      17            31.552              1.6708               1.0873             133.14           134.82            166.37             15                  0         
      18            36.469              3.2587               4.9167              129.9           133.16            169.63             15                  0         
      19            37.452               4.387              0.98382             132.17           136.56            174.01             16                  0         
      20            37.947              3.9923                0.495             136.07           140.06            178.01             17                  0         
      21            39.096              3.6193               1.1482             138.91           142.53            181.62             18                  0         
      22            47.001              7.1235               7.9058             134.62           141.75            188.75             19                  0         
      23            48.466              1.0179               1.4645             140.28            141.3            189.77             19                  0         
      24            50.321              10.065               1.8552             139.44           149.51            199.83             20                  0         
      25            55.065               1.744               4.7439             144.77           146.51            201.57             21                  0         
      26            56.578              18.682               1.5126                145           163.68            220.26             22                  0         
      27            58.685              1.8525                2.107             161.57           163.42            222.11             23                  0         
      28            59.902               1.944               1.2177             162.21           164.15            224.05             24                  0         
      29            60.616              1.3071              0.71348             163.44           164.74            225.36             25                  0         
      30             63.24              3.6463               2.6244             162.12           165.77            229.01             26                  0         
      31            63.467              3.7562              0.22711             165.54            169.3            232.76             26                  0         
      32            66.229              3.0315               2.7618             166.53           169.57            235.79             27                  0         
      33            66.385              12.343              0.15631             169.41           181.75            248.14             28                  0         
      34            67.214              2.6107               0.8285             180.92           183.53            250.75             29                  0         
      35            69.242              31.552                2.028             181.51           213.06             282.3             30                  0         
      36            69.936              39.363              0.69439             212.36           251.73            321.66             31                  0         
      37            70.067              9.9318              0.13056              251.6           261.53            331.59             32                  0         
      38            71.081              3.5795               1.0139             260.51           264.09            335.17             33                  0         
      39            72.471              16.127               1.3904              262.7           278.83             351.3             34                  0         
      40            74.991               7.501               2.5201             276.31           283.81             358.8             35                  0         
      41            80.769              2.0533                5.778             278.03           280.09            360.86             34                  0         
      42            81.891              7.2906               1.1219             278.96           286.25            368.15             35                  0         
      43            82.859              3.5816                0.968             285.29           288.87            371.73             36                  0         
      44            87.906              9.7213               5.0473             283.82           293.54            381.45             35                  0         
      45            89.107              26.573               1.2002             292.34           318.92            408.02             36                  0         
      46            89.338              3.2971              0.23171             318.68           321.98            411.32             37                  0         
      47            93.979              6.7928               4.6405             317.34           324.13            418.11             38                  0         
      48            94.161              15.027              0.18194             323.95           338.98            433.14             39                  0         
      49            95.815             0.79779               1.6547             337.32           338.12            433.94             39                  0         
      50            98.689              2.9839               2.8735             335.25           338.23            436.92             39                  0         



			Ejecucion de Modelo de Colas

    Sujeto    TiempoLlegadaACola    TiempoServicio    TiempoEntreLlegadas    TiempoEnCola    TiempoEnSistema    TiempoSalida    PersonasEnCola    TiempoOcioServicio
    ______    __________________    ______________    ___________________    ____________    _______________    ____________    ______________    __________________

       1                 0               27.35                    0                  0            27.35             27.35              0                  0         
       2            6.6446              1.5619               6.6446             20.705           22.267            28.912              1                  0         
       3            8.6633              29.073               2.0187             20.248           49.322            57.985              2                  0         
       4            22.847              9.0115               14.184             35.138           44.149            66.997              3                  0         
       5            29.171               4.053               6.3237             37.825           41.878             71.05              2                  0         
       6            30.862              9.5316               1.6909             40.188           49.719            80.581              3                  0         
       7            32.538              23.051               1.6756             48.044           71.094            103.63              4                  0         
       8            35.723              4.9503               3.1857             67.909           72.859            108.58              5                  0         
       9            36.717              22.893              0.99384             71.865           94.758            131.48              6                  0         
      10            37.015              1.8294              0.29759              94.46            96.29             133.3              7                  0         
      11            46.605              17.785               9.5907             86.699           104.48            151.09              8                  0         
      12            48.006              4.9967               1.4003             103.08           108.08            156.09              9                  0         
      13            48.601              28.178              0.59564             107.48           135.66            184.26             10                  0         
      14            56.341              10.283               7.7397             127.92           138.21            194.55             11                  0         
      15            62.595              12.024               6.2539             131.95           143.98            206.57             11                  0         
      16            62.705             0.74858              0.11056             143.87           144.61            207.32             12                  0         
      17            70.325              1.8117               7.6194             136.99           138.81            209.13             12                  0         
      18             76.55              11.468               6.2255             132.58           144.05             220.6             12                  0         
      19            78.694              2.3312               2.1435             141.91           144.24            222.93             13                  0         
      20            82.152              3.9815               3.4578             140.78           144.76            226.91             13                  0         
      21             90.01              3.6475               7.8586              136.9           140.55            230.56             14                  0         
      22            93.399              43.226               3.3889             137.16           180.39            273.79             15                  0         
      23            99.128              4.8601                5.729             174.66           179.52            278.65             16                  0         
      24             101.7              23.623               2.5671             176.95           200.57            302.27             17                  0         
      25            109.54              2.2556                 7.84             192.73           194.99            304.53             16                  0         
      26            111.19              10.915               1.6588             193.33           204.25            315.44             17                  0         
      27            111.89              1.3761              0.69508             203.55           204.93            316.82             18                  0         
      28            116.09              32.089               4.2031             200.72           232.81            348.91             19                  0         
      29            120.73               10.69               4.6401             228.17           238.86             359.6             20                  0         
      30            129.27              11.875               8.5395             230.32            242.2            371.47             21                  0         
      31            141.72             0.77081               12.449             229.75           230.52            372.24             20                  0         
      32            147.26              34.572               5.5418             224.98           259.55            406.81             21                  0         
      33            149.97               11.78               2.7077             256.84           268.62            418.59             22                  0         
      34             150.1              38.772              0.13354             268.49           307.26            457.36             23                  0         
      35            155.91               18.82               5.8082             301.45           320.27            476.19             23                  0         
      36            163.57              2.4147               7.6566             312.62           315.03             478.6             23                  0         
      37            164.66              4.1786               1.0915             313.94           318.12            482.78             24                  0         
      38            175.58              2.6988               10.916              307.2            309.9            485.48             25                  0         
      39            179.55              5.2017               3.9749             305.93           311.13            490.68             26                  0         
      40            182.27              1.3072               2.7225             308.41           309.71            491.99             27                  0         
      41            195.99              2.2499               13.716                296           298.25            494.24             26                  0         
      42            198.93               15.14               2.9368             295.31           310.45            509.38             27                  0         
      43            200.63              40.038               1.7021             308.75           348.79            549.41             28                  0         
      44            201.61              9.8865              0.98134              347.8           357.69             559.3             29                  0         
      45            202.54              18.228              0.93436             356.76           374.98            577.53             30                  0         
      46            204.32              23.515               1.7786             373.21           396.72            601.04             31                  0         
      47            209.43              1.9808               5.1113             391.61           393.59            603.02             29                  0         
      48            212.42              31.785               2.9872              390.6           422.39            634.81             30                  0         
      49            224.04              27.662               11.624             410.76           438.43            662.47             29                  0         
      50            227.12               5.239               3.0795             435.35           440.59            667.71             29                  0         



			Ejecucion de Modelo de Colas

    Sujeto    TiempoLlegadaACola    TiempoServicio    TiempoEntreLlegadas    TiempoEnCola    TiempoEnSistema    TiempoSalida    PersonasEnCola    TiempoOcioServicio
    ______    __________________    ______________    ___________________    ____________    _______________    ____________    ______________    __________________

       1                 0              2.9701                    0                  0            2.9701           2.9701              0                     0      
       2            20.207             0.71868               20.207                  0           0.71868           20.926              0                17.237      
       3            21.669              7.4978               1.4617                  0            7.4978           29.167              0                 17.98      
       4            37.952              10.415               16.283                  0            10.415           48.366              0                26.765      
       5            65.426              6.9953               27.474                  0            6.9953           72.421              0                43.825      
       6            77.947              5.9375               12.521                  0            5.9375           83.884              0                 49.35      
       7            87.231              14.541               9.2845                  0            14.541           101.77              0                52.697      
       8            93.004               11.57               5.7729             8.7685            20.339           113.34              1                52.697      
       9            103.16              17.917               10.159             10.179            28.096           131.26              1                52.697      
      10            120.86              1.0266               17.693             10.403             11.43           132.29              1                52.697      
      11            122.01               2.459               1.1584             10.271             12.73           134.74              2                52.697      
      12            124.39              12.487                2.379             10.351            22.839           147.23              3                52.697      
      13            143.09              5.9871               18.692              4.147            10.134           153.22              1                52.697      
      14             153.8              1.0608               10.712                  0            1.0608           154.86              0                53.275      
      15            166.94              14.385                13.14                  0            14.385           181.32              0                65.354      
      16            167.65              1.7118              0.70999             13.675            15.387           183.03              1                65.354      
      17             181.4              1.5517               13.752             1.6348            3.1865           184.59              1                65.354      
      18            189.11              29.549               7.7135                  0            29.549           218.66              0                69.881      
      19            202.46              21.114               13.343             16.206             37.32           239.78              1                69.881      
      20            206.44              19.271               3.9885             33.332            52.603           259.05              2                69.881      
      21            217.41              4.5082               10.963              41.64            46.148           263.56              3                69.881      
      22            229.15              30.147               11.747             34.402            64.548            293.7              3                69.881      
      23            231.06              4.7168               1.9029             62.645            67.362           298.42              4                69.881      
      24            231.81             0.22509              0.75402             66.608            66.833           298.64              5                69.881      
      25            253.96              10.866               22.145             44.689            55.555           309.51              5                69.881      
      26            264.94              11.383               10.988             44.567            55.949           320.89              4                69.881      
      27            267.12              17.476               2.1776             53.772            71.248           338.37              5                69.881      
      28            274.07               9.552               6.9443             64.303            73.855           347.92              6                69.881      
      29            279.62              9.3612               5.5536             68.302            77.663           357.28              7                69.881      
      30            282.63             0.41816                3.009             74.654            75.072            357.7              8                69.881      
      31            286.25              2.7343               3.6207             71.452            74.186           360.43              9                69.881      
      32            287.66              12.027               1.4105             72.775            84.802           372.46             10                69.881      
      33             299.8              23.311               12.145             72.657            95.968           395.77              8                69.881      
      34            316.42              13.325               16.617             79.351            92.676            409.1              8                69.881      
      35            317.92              2.9528               1.4949             91.181            94.134           412.05              9                69.881      
      36            325.19               3.583               7.2729             86.861            90.444           415.63              9                69.881      
      37            336.56              6.1322               11.374              79.07            85.202           421.77             10                69.881      
      38            359.24              33.714               22.673              62.53            96.244           455.48              7                69.881      
      39            407.68               25.41               48.442             47.802            73.211           480.89              5                69.881      
      40            409.33              10.942               1.6489             71.563            82.505           491.83              5                69.881      
      41            409.54              34.827              0.20931             82.295            117.12           526.66              6                69.881      
      42            421.04              28.104               11.508             105.61            133.72           554.76              5                69.881      
      43            428.49              2.6354               7.4512             126.27             128.9            557.4              5                69.881      
      44            435.12              16.853               6.6281             122.27            139.13           574.25              6                69.881      
      45            435.67              8.4053              0.54821             138.58            146.98           582.66              7                69.881      
      46            438.02              3.0889               2.3504             144.63            147.72           585.74              8                69.881      
      47            445.21              14.237               7.1906             140.53            154.77           599.98              9                69.881      
      48            462.24              8.9521               17.027             137.74            146.69           608.93              9                69.881      
      49            463.48               6.031               1.2386             145.46            151.49           614.96             10                69.881      
      50             463.9              8.2388              0.42444             151.06             159.3            623.2             11                69.881      



			Ejecucion de Modelo de Colas

    Sujeto    TiempoLlegadaACola    TiempoServicio    TiempoEntreLlegadas    TiempoEnCola    TiempoEnSistema    TiempoSalida    PersonasEnCola    TiempoOcioServicio
    ______    __________________    ______________    ___________________    ____________    _______________    ____________    ______________    __________________

       1                 0              14.688                    0                  0           14.688            14.688              0                  0         
       2            2.6641               10.07               2.6641             12.024           22.094            24.758              1                  0         
       3            15.863              15.916               13.199             8.8949            24.81            40.674              1                  0         
       4            35.103               24.17                19.24             5.5709           29.741            64.844              1                  0         
       5            41.174              31.358               6.0707              23.67           55.028            96.202              1                  0         
       6            55.895              25.102               14.721             40.307           65.408             121.3              2                  0         
       7            67.307              17.651               11.412             53.997           71.647            138.95              2                  0         
       8            77.474              15.352               10.167              61.48           76.832            154.31              3                  0         
       9            94.175              2.3256               16.701             60.131           62.456            156.63              4                  0         
      10            94.226              30.244             0.050638             62.406            92.65            186.88              5                  0         
      11            95.983              14.685               1.7576             90.892           105.58            201.56              6                  0         
      12            107.48              35.885               11.495             94.082           129.97            237.44              6                  0         
      13            111.18              12.805               3.6971             126.27           139.07            250.25              7                  0         
      14            116.36              6.3784               5.1825             133.89           140.27            256.63              8                  0         
      15            127.59              8.1798               11.229             129.04           137.22            264.81              8                  0         
      16             139.1              6.7242               11.516             125.71           132.43            271.53              8                  0         
      17            170.18              11.252               31.078             101.35            112.6            282.78              7                  0         
      18            173.31              13.349               3.1262             109.48           122.83            296.13              8                  0         
      19            174.64              6.8643               1.3369             121.49           128.35               303              9                  0         
      20            177.01              11.563               2.3621             125.99           137.56            314.56             10                  0         
      21            178.73              49.504               1.7213             135.83           185.34            364.06             11                  0         
      22             188.4              12.157               9.6739             175.66           187.82            376.22             11                  0         
      23            202.28              14.244               13.883             173.94           188.18            390.46             11                  0         
      24            204.77              5.2898               2.4912             185.69           190.98            395.75             12                  0         
      25            222.68              9.5569               17.903             173.08           182.63            405.31             13                  0         
      26            239.02              8.9934               16.347             166.29           175.28             414.3             13                  0         
      27            244.82             0.37835               5.7978             169.48           169.86            414.68             14                  0         
      28            247.72              6.4525               2.8976             166.96           173.42            421.14             15                  0         
      29            248.04              6.5777              0.32377             173.09           179.67            427.71             16                  0         
      30            250.98              13.495               2.9313             176.74           190.23            441.21             16                  0         
      31            252.35              5.8225               1.3749             188.86           194.68            447.03             17                  0         
      32            264.41              3.9359               12.055             182.63           186.56            450.97             17                  0         
      33            275.76              19.451                11.36              175.2           194.65            470.42             16                  0         
      34            280.25              31.699               4.4856             190.17           221.87            502.12             17                  0         
      35             297.8              8.5179               17.551             204.32           212.83            510.63             16                  0         
      36            304.72              3.8667               6.9153             205.92           209.78             514.5             16                  0         
      37            312.64              45.864                7.919             201.87           247.73            560.37             17                  0         
      38            329.46              22.948               16.823             230.91           253.85            583.31             17                  0         
      39            329.97               4.004              0.50984             253.35           257.35            587.32             18                  0         
      40            337.82              5.6454               7.8495              249.5           255.14            592.96             19                  0         
      41            342.22              43.714               4.3992             250.75           294.46            636.68             20                  0         
      42            345.58               4.303               3.3641              291.1            295.4            640.98             21                  0         
      43            358.33              4.7086               12.752             282.65           287.36            645.69             22                  0         
      44             359.5              14.374               1.1646             286.19           300.56            660.06             23                  0         
      45            365.25               6.797               5.7558             294.81           301.61            666.86             23                  0         
      46            367.18              4.2587                1.925             299.68           303.94            671.12             24                  0         
